,Date,Open,High,Close,week_day,week_close,week_high,close_week_profit,high_week_profit,Start_of_Week_Dollars_if_close,End_of_Week_Dollars_if_close,Start_of_Week_Dollars_if_high,End_of_Week_Dollars_if_high
18,2019-03-09,3894.552490234375,3987.23779296875,3963.313720703125,5,3906.71728515625,3926.59765625,1.0031235411391626,1.0082282023662483,1105.429625302311,1108.8824802133918,1254.336319571921,1264.657252644694
19,2019-03-13,3913.04736328125,3926.59765625,3906.71728515625,2,4048.725830078125,4077.036376953125,1.0346733515341615,1.041908261885786,1108.8824802133918,1147.3311522599035,1264.657252644694,1317.6568399842863
20,2019-03-16,3963.900146484375,4077.036376953125,4048.725830078125,5,4087.476318359375,4089.4619140625,1.0311753998103612,1.031676319518161,1147.3311522599035,1183.0996596464884,1317.6568399842863,1359.395359062919
21,2019-03-20,4070.7939453125,4089.4619140625,4087.476318359375,2,4035.826416015625,4049.882568359375,0.9914101451051975,0.9948630716184482,1183.0996596464884,1172.937005244035,1359.395359062919,1352.412242461199
22,2019-03-23,4022.71337890625,4049.882568359375,4035.826416015625,5,4087.066162109375,4087.066162109375,1.015997357291367,1.015997357291367,1172.937005244035,1191.7008975971899,1352.412242461199,1374.0472643090695
23,2019-03-27,3984.244873046875,4087.066162109375,4087.066162109375,2,4106.66015625,4296.806640625,1.0307248392364776,1.078449437104778,1191.7008975971899,1228.3157160938297,1374.0472643090695,1481.840498749476
24,2019-03-30,4092.13623046875,4296.806640625,4106.66015625,5,4973.02197265625,5307.00341796875,1.2152630539591287,1.2968784808419827,1228.3157160938297,1492.7267083661816,1481.840498749476,1921.7670548683463
25,2019-04-03,4879.9580078125,5307.00341796875,4973.02197265625,2,5059.8173828125,5205.82177734375,1.036856746453977,1.0667759372128947,1492.7267083661816,1547.7437581815136,1921.7670548683463,2050.0948510620447
26,2019-04-06,5036.79296875,5205.82177734375,5059.8173828125,5,5324.5517578125,5421.6513671875,1.0571313514071066,1.0764094138522855,1547.7437581815136,1636.1684507183375,2050.0948510620447,2206.741396973284
27,2019-04-10,5204.10546875,5421.6513671875,5324.5517578125,2,5096.58642578125,5127.1220703125,0.9793395726480971,0.9852071794279006,1636.1684507183375,1602.3645113067957,2206.741396973284,2174.097467438834
28,2019-04-13,5088.85009765625,5127.1220703125,5096.58642578125,5,5251.93798828125,5274.275390625,1.0320480830630308,1.0364375623982618,1602.3645113067957,1653.7172222624085,2174.097467438834,2253.3162795685394
29,2019-04-17,5236.13525390625,5274.275390625,5251.93798828125,2,5337.88623046875,5358.49072265625,1.0194324576483376,1.023367514935509,1653.7172222624085,1685.8530121463493,2253.3162795685394,2305.970681385783
30,2019-04-20,5304.16064453125,5358.49072265625,5337.88623046875,5,5464.86669921875,5642.04443359375,1.030298112266489,1.0637016507806694,1685.8530121463493,1736.931175973158,2305.970681385783,2452.8648204418823
31,2019-04-24,5571.50830078125,5642.04443359375,5464.86669921875,2,5268.291015625,5310.75,0.9455771635279208,0.9531978978215494,1736.931175973158,1642.4024546199144,2452.8648204418823,2338.0655904856344
32,2019-04-27,5279.47119140625,5310.75,5268.291015625,5,5402.697265625,5418.00390625,1.023340609267711,1.0262398846061038,1642.4024546199144,1680.7371285735273,2338.0655904856344,2399.4161617814793
33,2019-05-01,5350.91455078125,5418.00390625,5402.697265625,2,5831.16748046875,5886.8935546875,1.0897515602482162,1.1001658686229618,1680.7371285735273,1831.585908230108,2399.4161617814793,2639.755765814294
34,2019-05-04,5769.20263671875,5886.8935546875,5831.16748046875,5,5982.45751953125,5989.98095703125,1.0369643599368854,1.038268428795919,1831.585908230108,1899.2893089972529,2639.755765814294,2740.775071376975
35,2019-05-08,5849.4814453125,5989.98095703125,5982.45751953125,2,7204.771484375,7333.0029296875,1.2316940487346217,1.253615897108935,1899.2893089972529,2339.3433387172086,2740.775071376975,3435.879199878052
36,2019-05-11,6379.6669921875,7333.0029296875,7204.771484375,5,8205.16796875,8216.423828125,1.286143615144489,1.287907948516244,2339.3433387172086,3008.7314987219293,3435.879199878052,4425.096131664575
37,2019-05-15,7989.37451171875,8216.423828125,8205.16796875,2,7271.2080078125,7447.27197265625,0.910109796098199,0.9321470612915507,3008.7314987219293,2738.2760108160437,4425.096131664575,4124.840355063742
38,2019-05-18,7341.66455078125,7447.27197265625,7271.2080078125,5,7680.06640625,7997.6123046875,1.046093342065423,1.0893459173146842,2738.2760108160437,2864.4923036521295,4124.840355063742,4493.37800036354
39,2019-05-22,7956.2919921875,7997.6123046875,7680.06640625,2,8052.5439453125,8117.92578125,1.012097589331753,1.0203152158343627,2864.4923036521295,2899.14575518568,4493.37800036354,4584.661944266302
40,2019-05-25,7991.88525390625,8117.92578125,8052.5439453125,5,8659.4873046875,8755.8525390625,1.0835349895013746,1.0955928746327834,2899.14575518568,3141.3258654080705,4584.661944266302,5022.922958738244
41,2019-05-29,8718.591796875,8755.8525390625,8659.4873046875,2,8564.0166015625,8625.6005859375,0.9822706236381081,0.9893341478642421,3141.3258654080705,3085.632116864905,5022.922958738244,4969.349205171038
42,2019-06-01,8573.83984375,8625.6005859375,8564.0166015625,5,7824.2314453125,7901.84912109375,0.9125702821491428,0.9216231309538508,3085.632116864905,2815.8561714958632,4969.349205171038,4579.867173272763
43,2019-06-05,7704.34326171875,7901.84912109375,7824.2314453125,2,7954.1279296875,8076.89111328125,1.0324212797228125,1.0483555624284826,2815.8561714958632,2907.1498320911387,4579.867173272763,4801.329226284111
44,2019-06-08,8036.77490234375,8076.89111328125,7954.1279296875,5,8145.857421875,8196.6484375,1.0135729220809007,1.0198927476629496,2907.1498320911387,2946.608350239615,4801.329226284111,4896.840857029326
45,2019-06-12,7925.43408203125,8196.6484375,8145.857421875,2,8838.375,8859.1279296875,1.115191282713283,1.1178098054935748,2946.608350239615,3286.031945757387,4896.840857029326,5473.73672592894
46,2019-06-15,8689.74609375,8859.1279296875,8838.375,5,9273.521484375,9299.62109375,1.0671797983884561,1.0701832934380724,3286.031945757387,3506.7869093713944,5473.73672592894,5857.901596767565
47,2019-06-19,9078.7275390625,9299.62109375,9273.521484375,2,10701.69140625,11157.345703125,1.1787655660118084,1.2289547907588318,3506.7869093713944,4133.679656107972,5857.901596767565,7199.0962311413095
48,2019-06-22,10175.923828125,11157.345703125,10701.69140625,5,13016.2314453125,13796.4892578125,1.2791203693307176,1.3557972220350847,4133.679656107972,5287.473848415702,7199.0962311413095,9760.514671344636
49,2019-06-26,11778.5810546875,13796.4892578125,13016.2314453125,2,11959.37109375,12400.91015625,1.0153490508086753,1.052835659802573,5287.473848415702,5368.631553164577,9760.514671344636,10276.217904017823
50,2019-06-29,12400.763671875,12400.91015625,11959.37109375,5,11961.26953125,11968.078125,0.9645591068216407,0.9651081531489603,5368.631553164577,5178.362455774902,10276.217904017823,9917.661682702921
51,2019-07-03,10818.15625,11968.078125,11961.26953125,2,11208.55078125,11620.96484375,1.036086974732871,1.0742093731313966,5178.362455774902,5365.233890874098,9917.661682702921,10653.645139105578
52,2019-07-06,10982.5439453125,11620.96484375,11208.55078125,5,12156.5126953125,13129.529296875,1.106894063510765,1.1954907134679722,5365.233890874098,5938.745543155302,10653.645139105578,12736.333828383922
53,2019-07-10,12571.537109375,13129.529296875,12156.5126953125,2,11392.37890625,11841.95703125,0.9062041345568106,0.9419657221088001,5938.745543155302,5381.715765288166,12736.333828383922,11997.1898916724
54,2019-07-13,11813.126953125,11841.95703125,11392.37890625,5,9693.802734375,9963.134765625,0.8205958314712464,0.8433952166229273,5381.715765288166,4416.213523158558,11997.1898916724,10118.372567553437
55,2019-07-17,9471.2138671875,9963.134765625,9693.802734375,2,10767.1396484375,11048.662109375,1.1368278448171953,1.1665518553701424,4416.213523158558,5020.474501784896,10118.372567553437,11803.606292005814
56,2019-07-20,10525.8193359375,11048.662109375,10767.1396484375,5,9811.92578125,9908.796875,0.9321769135586331,0.9413801015156277,5020.474501784896,4679.97042567366,11803.606292005814,11111.680089418935
57,2019-07-24,9887.73046875,9908.796875,9811.92578125,2,9477.677734375,10167.3203125,0.958529135106285,1.0282764426714137,4679.97042567366,4485.888004443967,11111.680089418935,11425.878874450478
58,2019-07-27,9871.1650390625,10167.3203125,9477.677734375,5,10085.6279296875,10085.6279296875,1.0217261984554327,1.0217261984554327,4485.888004443967,4583.349297477361,11425.878874450478,11674.119786404524
59,2019-07-31,9604.05078125,10085.6279296875,10085.6279296875,2,10821.7265625,10946.78125,1.1267877283226437,1.1398087639614958,4583.349297477361,5164.4617430137005,11674.119786404524,13306.264044080182
60,2019-08-03,10519.2783203125,10946.78125,10821.7265625,5,11941.96875,12036.990234375,1.135246010835203,1.1442790910030236,5164.4617430137005,5862.9345918673225,13306.264044080182,15226.079725006288
61,2019-08-07,11476.193359375,12036.990234375,11941.96875,2,11354.0244140625,11915.6552734375,0.9893545759045007,1.0382933521857665,5862.9345918673225,5800.521166692722,15226.079725006288,15809.137358324511
62,2019-08-10,11861.556640625,11915.6552734375,11354.0244140625,5,10051.7041015625,10889.556640625,0.8474186319809086,0.9180546002983312,5800.521166692722,4915.46971185505,15809.137358324511,14513.651278558025
63,2019-08-14,10889.4873046875,10889.556640625,10051.7041015625,2,10231.744140625,10452.625,0.9395983350125797,0.9598821971628134,4915.46971185505,4618.5671570637705,14513.651278558025,13931.395478117154
64,2019-08-17,10358.72265625,10452.625,10231.744140625,5,10138.0498046875,10798.7294921875,0.9786969051218535,1.0424769395357854,4618.5671570637705,4520.177382715749,13931.395478117154,14523.15852149025
65,2019-08-21,10764.572265625,10798.7294921875,10138.0498046875,2,10159.9609375,10418.0205078125,0.9438332231689565,0.9678062677028831,4520.177382715749,4266.293588424023,14523.15852149025,14055.6038439408
66,2019-08-24,10407.64453125,10418.0205078125,10159.9609375,5,9754.4228515625,10279.3662109375,0.9372363575902178,0.9876746059180508,4266.293588424023,3998.5254632250317,14055.6038439408,13882.36298750447
67,2019-08-28,10203.4267578125,10279.3662109375,9754.4228515625,2,9630.6640625,9673.220703125,0.9438656532841821,0.9480364717391111,3998.5254632250317,3774.0708485203318,13882.36298750447,13160.986426075364
68,2019-08-31,9597.5390625,9673.220703125,9630.6640625,5,10594.4931640625,10762.64453125,1.1038760139521444,1.1213962726447617,3774.0708485203318,4166.106284637612,13160.986426075364,14758.681122529217
69,2019-09-04,10621.1806640625,10762.64453125,10594.4931640625,2,10517.2548828125,10558.673828125,0.9902152326999163,0.9941148881734969,4166.106284637612,4125.341904095017,14758.681122529217,14671.824633711432
70,2019-09-07,10353.931640625,10558.673828125,10517.2548828125,5,10178.3720703125,10215.9482421875,0.9830441636659384,0.9866733330654701,4125.341904095017,4055.3932819471356,14671.824633711432,14476.29811349613
71,2019-09-11,10123.03515625,10215.9482421875,10178.3720703125,2,10358.048828125,10422.1337890625,1.0232157320652888,1.029546339432382,4055.3932819471356,4149.542205800192,14476.29811349613,14904.019731281838
72,2019-09-14,10345.4033203125,10422.1337890625,10358.048828125,5,10198.248046875,10275.9287109375,0.9857757818732334,0.9932844948404678,4149.542205800192,4090.518212338666,14904.019731281838,14803.931709878645
73,2019-09-18,10247.7958984375,10275.9287109375,10198.248046875,2,10019.716796875,10188.09765625,0.977743594444804,0.9941745285738368,4090.518212338666,3999.4779800739416,14803.931709878645,14717.691828707875
74,2019-09-21,10183.6484375,10188.09765625,10019.716796875,5,8486.9931640625,8744.828125,0.8333941628238284,0.8587126881558749,3999.4779800739416,3333.141602936059,14717.691828707875,12638.268713679494
75,2019-09-25,8603.4287109375,8744.828125,8486.9931640625,2,8245.9150390625,8285.6171875,0.9584452101729518,0.963059899243023,3333.141602936059,3194.6336041622603,12638.268713679494,12171.409794002424
76,2019-09-28,8251.2734375,8285.6171875,8245.9150390625,5,8393.0419921875,8393.0419921875,1.0171814151792857,1.0171814151792857,3194.6336041622603,3249.52193046107,12171.409794002424,12380.531838990404
77,2019-10-02,8344.212890625,8393.0419921875,8393.0419921875,2,8151.50048828125,8215.5263671875,0.9769046637628015,0.9845777516556314,3249.52193046107,3174.4731288669213,12380.531838990404,12189.596202334133
78,2019-10-05,8210.1494140625,8215.5263671875,8151.50048828125,5,8595.740234375,8627.7060546875,1.0469651404458062,1.0508585921603084,3174.4731288669213,3323.5627052055943,12189.596202334133,12809.541904187488
79,2019-10-09,8229.8408203125,8627.7060546875,8595.740234375,2,8336.5556640625,8415.2421875,1.0129668174731414,1.0225279408478838,3323.5627052055943,3366.658736164535,12809.541904187488,13098.114506493514
80,2019-10-12,8315.6650390625,8415.2421875,8336.5556640625,5,8047.52685546875,8216.8125,0.9677550523819585,0.988112491472643,3366.658736164535,3258.1010015690877,13098.114506493514,12942.410558605274
81,2019-10-16,8204.6748046875,8216.8125,8047.52685546875,2,7988.560546875,8082.62939453125,0.973659619307638,0.9851248936659229,3258.1010015690877,3172.281380853592,12942.410558605274,12749.890825326738
82,2019-10-19,7973.8037109375,8082.62939453125,7988.560546875,5,7514.671875,8092.99951171875,0.9424199726276534,1.0149484242530014,3172.281380853592,2989.621332111257,12749.890825326738,12940.481602563172
83,2019-10-23,8076.228515625,8092.99951171875,7514.671875,2,9244.97265625,10021.744140625,1.1447140999494805,1.2408940783728482,2989.621332111257,3422.261692377504,12940.481602563172,16057.766991913424
84,2019-10-26,8667.5771484375,10021.744140625,9244.97265625,5,9205.7265625,9426.8740234375,1.0620876405074182,1.0876019748075594,3422.261692377504,3634.741846056147,16057.766991913424,17464.459091404682
85,2019-10-30,9422.462890625,9426.8740234375,9205.7265625,2,9324.7177734375,9377.486328125,0.9896263728154607,0.9952266659978306,3634.741846056147,3597.0363892331166,17464.459091404682,17381.095394994183
86,2019-11-02,9259.783203125,9377.486328125,9324.7177734375,5,9360.8798828125,9423.2373046875,1.0109178236109655,1.017652044111285,3597.0363892331166,3636.308198052988,17381.095394994183,17687.907257609073
87,2019-11-06,9340.8642578125,9423.2373046875,9360.8798828125,2,8813.58203125,8891.818359375,0.9435510235445834,0.9519267290430939,3636.308198052988,3431.0423221964566,17687.907257609073,16837.59169935341
88,2019-11-09,8809.46875,8891.818359375,8813.58203125,5,8808.2626953125,8836.841796875,0.9998630956392802,1.0031072301465398,3431.0423221964566,3430.5725975407336,16837.59169935341,16889.90997187677
89,2019-11-13,8812.033203125,8836.841796875,8808.2626953125,2,8550.7607421875,8591.9970703125,0.9703504906399075,0.975030038160266,3430.5725975407336,3328.857803199473,16889.90997187677,16468.169564402462
90,2019-11-16,8491.166015625,8591.9970703125,8550.7607421875,5,8027.26806640625,8237.240234375,0.9453669910157086,0.9700952989515528,3328.857803199473,3146.9922849298478,16468.169564402462,15975.69387676387
91,2019-11-20,8203.61328125,8237.240234375,8027.26806640625,2,7397.796875,7442.2587890625,0.9017729897029939,0.9071927861436819,3146.9922849298478,2837.872641353445,15975.69387676387,14493.034238639973
92,2019-11-23,7296.16455078125,7442.2587890625,7397.796875,5,7531.66357421875,7619.693359375,1.0322770987137733,1.0443423125043292,2837.872641353445,2929.4709367355267,14493.034238639973,15135.68889198569
93,2019-11-27,7220.880859375,7619.693359375,7531.66357421875,2,7569.6298828125,7836.10205078125,1.0482972964419863,1.0852002966656757,2929.4709367355267,3070.9564629852257,15135.68889198569,16425.254075822242
94,2019-11-30,7764.05712890625,7836.10205078125,7569.6298828125,5,7252.03466796875,7539.78466796875,0.934052203321483,0.9711140120153786,3070.9564629852257,2868.433650555698,16425.254075822242,15950.794383943687
95,2019-12-04,7320.125,7539.78466796875,7252.03466796875,2,7556.23779296875,7589.95166015625,1.032255295226345,1.0368609361392394,2868.433650555698,2960.9558247915547,15950.794383943687,16538.75559710037
96,2019-12-07,7547.265625,7589.95166015625,7556.23779296875,5,7217.42724609375,7324.15625,0.9562969696185498,0.9704383831064645,2960.9558247915547,2831.5530824225575,16538.75559710037,16049.843240243074
97,2019-12-11,7277.19775390625,7324.15625,7217.42724609375,2,7124.673828125,7308.83642578125,0.9790408436132743,1.0043476449239017,2831.5530824225575,2772.2061185507478,16049.843240243074,16119.622259735934
98,2019-12-14,7268.90283203125,7308.83642578125,7124.673828125,5,7276.802734375,7324.98486328125,1.001086808081811,1.007715336488317,2772.2061185507478,2775.2189745648343,16119.622259735934,16243.99056953436
99,2019-12-18,6647.6982421875,7324.98486328125,7276.802734375,2,7191.15869140625,7223.22607421875,1.0817516724465397,1.0865755049437782,2775.2189745648343,3002.0977671408805,16243.99056953436,17650.32225539377
100,2019-12-21,7220.59375,7223.22607421875,7191.15869140625,5,7275.15576171875,7357.02001953125,1.0075564439169216,1.0188940514111116,3002.0977671408805,3024.782950551396,17650.32225539377,17983.808351509866
101,2019-12-25,7325.755859375,7357.02001953125,7275.15576171875,2,7317.990234375,7399.041015625,0.9989399558012758,1.0100037672093882,3024.782950551396,3021.576546932264,17983.808351509866,18163.714183796623
102,2019-12-28,7289.03125,7399.041015625,7317.990234375,5,7200.17431640625,7254.33056640625,0.9878095002550922,0.9952393284644308,3021.576546932264,2984.7420188076667,18163.714183796623,18077.242706701607
103,2020-01-01,7194.89208984375,7254.33056640625,7200.17431640625,2,7410.65673828125,7427.3857421875,1.0299885871453265,1.0323137094261547,2984.7420188076667,3074.250214944998,18077.242706701607,18661.385474752038
104,2020-01-04,7345.37548828125,7427.3857421875,7410.65673828125,5,8079.86279296875,8396.73828125,1.099993159758721,1.1431326137984485,3074.250214944998,3381.654207826275,18661.385474752038,21332.4383548537
105,2020-01-08,8161.935546875,8396.73828125,8079.86279296875,2,8037.53759765625,8218.359375,0.9847587684925571,1.0069130450492962,3381.654207826275,3330.113633166676,21332.4383548537,21479.910462212138
106,2020-01-11,8162.19091796875,8218.359375,8037.53759765625,5,8807.0107421875,8890.1171875,1.079000825966862,1.089182705580771,3330.113633166676,3593.195360750351,21479.910462212138,23395.546992864925
107,2020-01-15,8825.34375,8890.1171875,8807.0107421875,2,8942.80859375,9012.1982421875,1.0133099454341368,1.0211724888548959,3593.195360750351,3641.0205949361316,23395.546992864925,23890.88895082555
108,2020-01-18,8927.2119140625,9012.1982421875,8942.80859375,5,8680.8759765625,8792.994140625,0.9724061734087479,0.9849653201100699,3641.0205949361316,3540.5509040242864,23890.88895082555,23531.697083164017
109,2020-01-22,8744.2109375,8792.994140625,8680.8759765625,2,8367.84765625,8458.453125,0.9569585770585718,0.9673203431913435,3540.5509040242864,3388.160555118521,23531.697083164017,22762.689298360954
110,2020-01-25,8440.119140625,8458.453125,8367.84765625,5,9316.6298828125,9406.431640625,1.1038505176980942,1.1144903862018758,3388.160555118521,3740.022782811842,22762.689298360954,25368.798387123607
111,2020-01-29,9357.470703125,9406.431640625,9316.6298828125,2,9392.875,9439.3232421875,1.0037835327513422,1.0087472931157737,3740.022782811842,3754.1732815013766,25368.798387123607,25590.706702610743
112,2020-02-01,9346.357421875,9439.3232421875,9392.875,5,9613.423828125,9701.2998046875,1.0285743840295403,1.0379765470964937,3754.1732815013766,3861.4464705604364,25590.706702610743,26562.553380934998
113,2020-02-05,9183.416015625,9701.2998046875,9613.423828125,2,9865.119140625,9876.7490234375,1.0742319768417465,1.0754983773611952,3861.4464705604364,4148.089275538723,26562.553380934998,28567.98305976572
114,2020-02-08,9793.0703125,9876.7490234375,9865.119140625,5,10326.0546875,10393.611328125,1.0544246449777546,1.0613230576786998,4148.089275538723,4373.8475616959495,28567.98305976572,30319.859132703852
115,2020-02-12,10202.3876953125,10393.611328125,10326.0546875,2,9889.4248046875,10341.5556640625,0.9693245444133837,1.0136407253778388,4373.8475616959495,4239.677795074515,30319.859132703852,30733.44400462782
116,2020-02-15,10313.8564453125,10341.5556640625,9889.4248046875,5,9633.38671875,10191.67578125,0.9340237349462273,0.9881537362178403,4239.677795074515,3959.9596891240844,30733.44400462782,30369.367520014766
117,2020-02-19,10143.798828125,10191.67578125,9633.38671875,2,9663.181640625,9698.2314453125,0.9526196057666851,0.9560748995162338,3959.9596891240844,3772.3352379053504,30369.367520014766,29035.390000069692
118,2020-02-22,9687.70703125,9698.2314453125,9663.181640625,5,8820.5224609375,9354.7783203125,0.9104860863860571,0.9656338997594003,3772.3352379053504,3434.658747296658,29035.390000069692,28037.55687680239
119,2020-02-26,9338.2900390625,9354.7783203125,8820.5224609375,2,8599.5087890625,8775.6318359375,0.9208868811196007,0.9397471913196769,3434.658747296658,3162.9321815081744,28037.55687680239,26348.21532644074
120,2020-02-29,8671.212890625,8775.6318359375,8599.5087890625,5,8755.24609375,8843.3662109375,1.009691055240479,1.019853430250643,3162.9321815081744,3193.5843320010586,26348.21532644074,26871.317781653153
121,2020-03-04,8788.5419921875,8843.3662109375,8755.24609375,2,8909.9541015625,9163.220703125,1.0138148181442301,1.0426326359105489,3193.5843320010586,3237.7031187759158,26871.317781653153,28016.91288907503
122,2020-03-07,9121.6005859375,9163.220703125,8909.9541015625,5,7911.43017578125,7950.814453125,0.8673291601890645,0.8716468538846717,3237.7031187759158,2808.15432694943,28016.91288907503,24420.853975323156
123,2020-03-11,7910.08984375,7950.814453125,7911.43017578125,2,5200.3662109375,5625.2265625,0.6574345315491538,0.7111457231986639,2808.15432694943,1846.1776244557277,24420.853975323156,17366.78586141015
124,2020-03-14,5573.07763671875,5625.2265625,5200.3662109375,5,5238.4384765625,5331.833984375,0.939954333678855,0.9567126697187397,1846.1776244557277,1735.3226588480948,17366.78586141015,16615.024065903366
125,2020-03-18,5227.11376953125,5331.833984375,5238.4384765625,2,6185.06640625,6378.13525390625,1.1832660774101835,1.2202021105957714,1735.3226588480948,2053.3484355761952,16615.024065903366,20273.687432814822
126,2020-03-21,6206.521484375,6378.13525390625,6185.06640625,5,6681.06298828125,6892.51123046875,1.0764585291617719,1.1105272490912563,2053.3484355761952,2210.344436816976,20273.687432814822,22514.48233369982
127,2020-03-25,6738.716796875,6892.51123046875,6681.06298828125,2,6242.19384765625,6467.5009765625,0.9263178785835002,0.9597526014985118,2210.344436816976,2047.481569651143,22514.48233369982,21608.33299116069
128,2020-03-28,6467.25390625,6467.5009765625,6242.19384765625,5,6606.7763671875,6612.57373046875,1.0215736791782157,1.022470097250753,2047.481569651143,2091.653280158106,21608.33299116069,22093.874334898723
129,2020-04-01,6437.3193359375,6612.57373046875,6606.7763671875,2,6867.52734375,6878.95361328125,1.06683030394512,1.0686053082497007,2091.653280158106,2231.4391046188794,22093.874334898723,23609.6313940746
130,2020-04-04,6738.3828125,6878.95361328125,6867.52734375,5,7334.0986328125,7356.2236328125,1.0884063486579332,1.0916897774294416,2231.4391046188794,2428.712488110762,23609.6313940746,25774.393241788457
131,2020-04-08,7179.283203125,7356.2236328125,7334.0986328125,2,6859.0830078125,6926.06982421875,0.9553994199346917,0.9647299915963712,2428.712488110762,2320.3905023291636,25774.393241788457,24865.330175552146
132,2020-04-11,6867.4404296875,6926.06982421875,6859.0830078125,5,6642.10986328125,6928.66455078125,0.9671885662914292,1.0089151295479875,2320.3905023291636,2244.255163183993,24865.330175552146,25087.007815320674
133,2020-04-15,6845.5615234375,6928.66455078125,6642.10986328125,2,7257.6650390625,7269.95654296875,1.060200103996445,1.0619956475561905,2244.255163183993,2379.359557402228,25087.007815320674,26642.293110078692
134,2020-04-18,7092.29150390625,7269.95654296875,7257.6650390625,5,7117.20751953125,7145.86572265625,1.003513112174151,1.0075538658726158,2379.359557402228,2387.71851443002,26642.293110078692,26843.54541877114
135,2020-04-22,6879.4404296875,7145.86572265625,7117.20751953125,2,7569.93603515625,7641.36376953125,1.1003708968085528,1.1107536794062132,2387.71851443002,2627.3759630497466,26843.54541877114,29816.56684220784
136,2020-04-25,7550.48291015625,7641.36376953125,7569.93603515625,5,8801.0380859375,8871.75390625,1.1656258534270851,1.1749915881958346,2627.3759630497466,3062.5373492036706,29816.56684220784,35034.215228473055
137,2020-04-29,7806.71240234375,8871.75390625,8801.0380859375,2,8988.5966796875,9007.1875,1.1513933415798592,1.1537747307427184,3062.5373492036706,3526.185112212738,35034.215228473055,40421.59224201395
